Order ID,Segment,City,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-164973,Home Office,New York City,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
CA-2015-164973,Home Office,New York City,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071
US-2017-141544,Consumer,Philadelphia,East,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762
US-2017-141544,Consumer,Philadelphia,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
US-2017-141544,Consumer,Philadelphia,East,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
US-2017-141544,Consumer,Philadelphia,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
US-2017-141544,Consumer,Philadelphia,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936
US-2017-150147,Consumer,Philadelphia,East,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7
US-2017-150147,Consumer,Philadelphia,East,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
US-2017-150147,Consumer,Philadelphia,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
CA-2015-122336,Corporate,Philadelphia,East,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116
CA-2015-122336,Corporate,Philadelphia,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
CA-2015-122336,Corporate,Philadelphia,East,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724
CA-2015-122336,Corporate,Philadelphia,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916
CA-2018-134306,Consumer,Lowell,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996
CA-2018-134306,Consumer,Lowell,East,Office Supplies,Paper,Easy-staple paper,24.56,2,0,11.5432
CA-2018-134306,Consumer,Lowell,East,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.1472
CA-2017-129714,Home Office,New York City,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086
CA-2017-129714,Home Office,New York City,East,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432
CA-2017-129714,Home Office,New York City,East,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668
CA-2017-129714,Home Office,New York City,East,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.0864
CA-2017-129714,Home Office,New York City,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296
CA-2017-138520,Consumer,New York City,East,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588
CA-2017-138520,Consumer,New York City,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996
CA-2017-138520,Consumer,New York City,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864
CA-2017-138520,Consumer,New York City,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",34.4,5,0,15.824
CA-2018-144904,Consumer,New York City,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
CA-2018-144904,Consumer,New York City,East,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
CA-2018-144904,Consumer,New York City,East,Office Supplies,Art,Newell 333,5.56,2,0,1.4456
CA-2018-144904,Consumer,New York City,East,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328
CA-2017-155516,Corporate,Manchester,East,Office Supplies,Binders,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44
CA-2017-155516,Corporate,Manchester,East,Office Supplies,Supplies,Staple remover,7.36,2,0,0.1472
CA-2017-155516,Corporate,Manchester,East,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0,29.3412
CA-2017-155516,Corporate,Manchester,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192
US-2018-134481,Corporate,Franklin,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
CA-2016-122756,Corporate,Philadelphia,East,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638
CA-2016-122756,Corporate,Philadelphia,East,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
CA-2015-115973,Consumer,Cincinnati,East,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264
CA-2018-101798,Consumer,New York City,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884
CA-2018-101798,Consumer,New York City,East,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.5932
CA-2018-165603,Corporate,Warwick,East,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924
CA-2018-165603,Corporate,Warwick,East,Office Supplies,Paper,Xerox 1958,12.96,2,0,6.2208
CA-2018-117933,Consumer,New York City,East,Office Supplies,Appliances,Staple holder,35.91,3,0,9.6957
CA-2018-125388,Corporate,Lawrence,East,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056
CA-2018-125388,Corporate,Lawrence,East,Office Supplies,Storage,Crate-A-Files,32.7,3,0,8.502
CA-2015-101476,Home Office,New Rochelle,East,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
CA-2017-127369,Consumer,Lowell,East,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147
CA-2018-157252,Corporate,New York City,East,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
CA-2017-166674,Consumer,Auburn,East,Office Supplies,Art,Newell 345,59.52,3,0,15.4752
CA-2017-166674,Consumer,Auburn,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164
US-2017-146570,Home Office,Jackson,South,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,0,240.5648
US-2017-146570,Home Office,Jackson,South,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0,25.7488
US-2017-146570,Home Office,Jackson,South,Office Supplies,Art,Newell 344,8.34,3,0,2.1684
US-2015-167633,Consumer,Boynton Beach,South,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432
US-2018-168690,Consumer,Ormond Beach,South,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656
CA-2018-148166,Home Office,Deltona,South,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0088
CA-2017-101378,Consumer,Huntsville,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
CA-2017-136483,Consumer,Knoxville,South,Office Supplies,Art,Newell 343,4.704,2,0.2,0.4116
CA-2015-163013,Consumer,Montgomery,South,Office Supplies,Art,Newell 331,14.67,3,0,3.9609
US-2015-165659,Consumer,Little Rock,South,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0,9.102
US-2015-165659,Consumer,Little Rock,South,Technology,Phones,Adtran 1202752G1,881.93,7,0,229.3018
CA-2017-164350,Home Office,Bristol,South,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,0.2,8.445
CA-2015-151953,Corporate,Jacksonville,South,Office Supplies,Art,Nontoxic Chalk,2.816,2,0.2,0.9856
CA-2018-122994,Consumer,Arlington,South,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0,79.1934
CA-2017-131065,Consumer,Atlanta,South,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0,114.9954
CA-2017-131065,Consumer,Atlanta,South,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0,2.376
CA-2017-131065,Consumer,Atlanta,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822
CA-2018-149146,Home Office,Monroe,South,Office Supplies,Paper,Xerox 1989,7.968,2,0.2,2.6892
CA-2018-164917,Corporate,Miami,South,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.1965
CA-2015-104283,Consumer,Southaven,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0,0
CA-2015-104283,Consumer,Southaven,South,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0,22.3548
CA-2015-104283,Consumer,Southaven,South,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0,53.7504
CA-2017-112676,Corporate,Murfreesboro,South,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026
CA-2018-165687,Consumer,Salem,South,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0,12.264
CA-2016-149342,Corporate,Columbus,South,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519
CA-2016-149342,Corporate,Columbus,South,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0,297.69
CA-2016-149342,Corporate,Columbus,South,Office Supplies,Paper,Xerox 2,12.96,2,0,6.2208
CA-2017-106558,Corporate,Columbus,South,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
CA-2018-157931,Home Office,Roswell,South,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0,188.2192
CA-2018-157931,Home Office,Roswell,South,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704
CA-2016-117828,Consumer,Richmond,South,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,4,0,56.3528
CA-2016-109470,Corporate,Henderson,South,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,0,44.5278
CA-2016-109470,Corporate,Henderson,South,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,4,0,27.8944
CA-2016-109470,Corporate,Henderson,South,Office Supplies,Binders,Aluminum Screw Posts,76.3,5,0,38.15
CA-2016-109470,Corporate,Henderson,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0,167.808
CA-2015-140886,Consumer,Clarksville,South,Office Supplies,Appliances,Holmes Odor Grabber,69.216,6,0.2,11.2476
CA-2017-137736,Consumer,Warner Robins,South,Office Supplies,Art,Newell 315,41.86,7,0,10.465
US-2017-108637,Home Office,Waynesboro,South,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0,40.9216
US-2017-108637,Home Office,Waynesboro,South,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.8896
US-2017-108637,Home Office,Waynesboro,South,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46,4,0,20.7
CA-2018-119669,Consumer,Smyrna,South,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3,0,0.1134
CA-2018-147361,Corporate,Florence,South,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0,12.5762
CA-2018-147361,Corporate,Florence,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.677
CA-2016-154746,Corporate,Springfield,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0,16.98
CA-2016-154746,Corporate,Springfield,South,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0,322.1829
CA-2018-139948,Consumer,Tampa,South,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2.1736
CA-2016-128027,Consumer,North Charleston,South,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0,5.3898
CA-2018-128755,Consumer,Newport News,South,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0,4.0995
CA-2017-134348,Consumer,Mesa,West,Technology,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999
CA-2018-132521,Consumer,Seattle,West,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0,33.5888
CA-2018-132521,Consumer,Seattle,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
CA-2018-132521,Consumer,Seattle,West,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322
CA-2017-166163,Corporate,Oakland,West,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.1976
CA-2017-166163,Corporate,Oakland,West,Office Supplies,Labels,Avery 488,3.15,1,0,1.512
CA-2016-143490,Consumer,San Diego,West,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0,33.642
CA-2016-143490,Consumer,San Diego,West,Technology,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786
CA-2015-159338,Corporate,Los Angeles,West,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196
CA-2017-107216,Home Office,San Francisco,West,Office Supplies,Art,Newell 326,7.04,4,0,2.0416
CA-2017-107216,Home Office,San Francisco,West,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0,4.1031
CA-2017-107216,Home Office,San Francisco,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0,9.6657
CA-2017-107216,Home Office,San Francisco,West,Office Supplies,Art,Newell 346,8.64,3,0,2.5056
CA-2017-112340,Consumer,Riverside,West,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0,11.2308
CA-2018-140585,Consumer,Encinitas,West,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
CA-2018-140585,Consumer,Encinitas,West,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882
CA-2018-140585,Consumer,Encinitas,West,Technology,Accessories,Logitech�Illuminated - Keyboard,119.98,2,0,57.5904
CA-2017-144855,Corporate,San Francisco,West,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2,0,3.024
US-2017-114776,Corporate,Antioch,West,Office Supplies,Paper,Xerox 216,19.44,3,0,9.3312
CA-2015-146969,Consumer,Los Angeles,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,53.196
CA-2015-146969,Consumer,Los Angeles,West,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0,2.8776
CA-2015-146969,Consumer,Los Angeles,West,Office Supplies,Paper,Xerox 223,6.48,1,0,3.1104
CA-2015-146969,Consumer,Los Angeles,West,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054
CA-2015-146969,Consumer,Los Angeles,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,16.7886
CA-2017-160395,Corporate,Reno,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0,1.638
CA-2017-160395,Corporate,Reno,West,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217
CA-2017-149314,Corporate,Los Angeles,West,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184
CA-2015-126522,Consumer,Escondido,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426
CA-2016-125416,Consumer,Seattle,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0,49.2723
CA-2015-158064,Consumer,Los Angeles,West,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755
CA-2015-120243,Home Office,Los Angeles,West,Office Supplies,Labels,Staple-on labels,11.56,4,0,5.4332
CA-2015-127131,Corporate,Seattle,West,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336
CA-2015-127131,Corporate,Seattle,West,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0,9.7176
CA-2015-127131,Corporate,Seattle,West,Office Supplies,Paper,Xerox 220,25.92,4,0,12.4416
CA-2015-127131,Corporate,Seattle,West,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0,53.3466
CA-2018-117212,Home Office,Los Angeles,West,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,22.1184
CA-2018-117212,Home Office,Los Angeles,West,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,889.536,8,0.2,66.7152
CA-2018-117212,Home Office,Los Angeles,West,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
CA-2018-117212,Home Office,Los Angeles,West,Office Supplies,Paper,Xerox 1908,223.92,4,0,109.7208
CA-2018-117212,Home Office,Los Angeles,West,Office Supplies,Paper,Xerox 1924,23.12,4,0,11.3288
CA-2017-114727,Corporate,Denver,West,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
CA-2017-114727,Corporate,Denver,West,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352
CA-2017-114727,Corporate,Denver,West,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794
CA-2017-114727,Corporate,Denver,West,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0
CA-2017-114727,Corporate,Denver,West,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
CA-2015-110184,Home Office,Los Angeles,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,44.955
CA-2015-110184,Home Office,Los Angeles,West,Technology,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928
CA-2018-100013,Consumer,Los Angeles,West,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.4872
CA-2018-100013,Consumer,Los Angeles,West,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0,2.9682
CA-2018-100013,Consumer,Los Angeles,West,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608
CA-2015-127012,Consumer,Seattle,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,5.434
